Clave,Descripcion,PrecioPublico
10596,BAT-PPGL BATA DE TRABAJO GDE PIEZA,263.08
10597,BAT-PPGM BATA DE TRABAJO MEDIANA PIEZA,263.08
10598,BAT-PPGXL BATA DE TRABAJO EXGDE PIEZA,263.08
10599,BLUEPSL OVEROL PPG TALLA GRANDE PIEZA,"1,668.51"
10600,BLUEPSM OVEROL ANTI-ESTATICO PPG TALLA MEDIANA PIEZA,"1,668.51"
10601,BLUEPSS OVEROL ANTI-ESTATICO PPG TALLA CHICA PIEZA,"1,668.51"
10605,CPCCT010-1 COLOR SYSTEM BINDER PIEZA,"4,101.33"
10606,CPCCT010-2 SISTEMA DE COLOR 2 PIEZA,"4,101.33"
10607,CPU CPU HP DEKTOP PIEZA,"19,787.08"
10609,DESTPPG DESTAPADOR ALAM PIEZA,8.38
10610,DEX1701 TABLILLA POR GALON PIEZA,"9,120.88"
10611,DEX1702 MOTOR ANTIEXPLOSION PIEZA,"16,513.02"
10612,DEX1704 TABLILLA POR 1LTS PIEZA,"10,321.72"
10613,DEX1706 BASE PARA MAQUINA PARTE A PIEZA,"2,501.66"
10614,DEX1707 BASE PARA MAQUINA PARTE B PIEZA,"3,358.86"
10615,DEX1914 TAPAS POR 1LTS PIEZA,202.25
10616,DEX403 WTERBORNE MIXING GABINETE PIEZA,"46,304.06"
10617,DEX412 TAPA DISPENSADORA PARA BASE AGUA PIEZA,209.2
10618,DEX427 BÁSCULA MEZCLADO SARTORIO PIEZA,"21,888.24"
10619,DEX602 PISTOLA DE AIRE VENTURI PIEZA,"1,032.55"
10620,DEX603 SOPORTE PARA PISTOLA AIRE VENTURI PIEZA,"4,214.39"
10621,DEX610 AIR NOZZLE PIEZA,895.29
10639,DOX327 BODY SHOP SIGN BOX OF 5 PIEZA,"1,165.74"
10640,DOX360 DBC MIX MACHINE LABELS PIEZA,681.6
10641,DOX363 PICTOGRAMA OMNI PIEZA,408.94
10643,DOX371-09 CATALOGO DE ARMADORAS DOMESTICO 2009 PIEZA,974.48
10644,DOX371-10 CATALOGO DE ARMADORAS DOMESTICO 2010 PIEZA,351.42
10645,DOX371-11 CATALOGO DE ARMADORAS DOMESTICO 2011 PIEZA,712.12
10646,DOX371-12 CATALOGO DE ARMADORAS DOMESTICO 2012 PIEZA,767.66
10647,DOX371-13 CATALOGO DE ARMADORAS DOMESTICO 2013 PIEZA,494.52
10648,DOX371-14 CATALOGO DE ARMADORAS DOMESTICO 2014 PIEZA,664.21
10649,DOX371-15 CATALOGO DE ARMADORAS DOMESTICO 2015 PIEZA,744.27
10650,DOX371-200 CATALOGO DE ARMADORAS DOMESTICO 2000 PIEZA,579.46
10651,DOX371-203 CATALOGO DE ARMADORAS DOMESTICO 2003 PIEZA,579.46
10652,DOX383-06 CATALOGO DE ARMADORAS IMPORTADO 2006 PIEZA,663.66
10653,DOX383-07 CATALOGO DE ARMADORAS IMPORTADO 2007 PIEZA,579.46
10654,DOX383-08 CATALOGO DE ARMADORAS IMPORTADO 2008 PIEZA,900.54
10655,DOX383-09 CATALOGO DE ARMADORAS IMPORTADO 2009 PIEZA,973.04
10656,DOX383-10 CATALOGO DE ARMADORAS IMPORTADO 2010 PIEZA,699.53
10657,DOX383-11 CATALOGO DE ARMADORAS IMPORTADO 2011 PIEZA,769.07
10658,DOX383-12 CATALOGO DE ARMADORAS IMPORTADO 2012 PIEZA,767.61
10659,DOX383-13 CATALOGO DE ARMADORAS IMPORTADO 2013 PIEZA,948.93
10660,DOX383-14 CATALOGO DE ARMADORAS IMPORTADO 2014 PIEZA,751.32
10664,DOX442 CUSTOM COLOR DECK (UPDATE) PIEZA,"3,892.53"
10665,DOX600 VIBRANCE COLLECTION CATALOG PIEZA,"3,870.92"
10666,EHP-ST1 PICTOGRAMA ENVIROBASE PIEZA,654.23
10667,EHPTT1S GUIA DE ENTINTE ENVIROBASE PIEZA,232.29
10668,ETI321 ETIQUETA 321 PIEZA,945.78
10670,GE-OMNI GUIA DE ENTINTE PIEZA,216.61
10671,IMPREDYMO IMPRESORA ETIQUETAS DYMO PIEZA,"8,307.69"
10673,MKT1501 TERMO METÁLICO DE ACERO AZUL PIEZA,169.23
10674,MKT1505 PILA AUXILIAR MULTI NEGRO PIEZA,223.08
10675,MKT1506 MALETA DEPORTIVA AZUL PIEZA,223.08
10676,MKT1507 BOLSO EN BANDOLERA AZUL PIEZA,176.92
10677,MKT1510 LIBRETA PPG 2015 ROJO PIEZA,132.31
10678,MKT1511 LIBRETA PPG 2015 AZUL PIEZA,132.31
10679,MKT1513 BALÓN FUTBOL PIEZA,186.15
10680,MKT1514 HIELERA PIEZA,112.31
10681,MKT1516 TAZA SOYPPG PIEZA,35.38
10682,MKT1517 LLAVERO SOYPPG PIEZA,15.38
10683,MKT1518 PLUMA RETRÁCTIL SOYPPG PIEZA,7.69
10684,MKT1519 SOMBRILLA PIEZA,107.69
10685,MKT1520 GORRA SOYPPG AZUL MARINO PIEZA,33.85
10686,MKT1521 BOLSA ECOLOGICA SOYPPG PIEZA,21.54
10687,MKT1522 BACKPACK PPG PIEZA,393.85
10688,MKT1523 GORRA BORDADA PPG AZUL MARINO PIEZA,55.38
10689,MKT1524 GORRA BORDADA PPG BLANCA PIEZA,55.38
10690,MKT1525 GORRA SOYPPG BLANCA PIEZA,33.85
10691,MKT1527 LLAVERO VOLANTE PPG PIEZA,43.08
10692,MKT1528 MINI LIBRETA SOYPPG PIEZA,29.23
10693,MONITOR MONITORES PIEZA,"2,664.96"
10701,NE16251 MOTOR PIEZA,"15,654.06"
10702,OBCD1001 OMNI COLOR DECK PIEZA,"44,970.91"
10703,P562-100 WATER BASED FLATTING PASTE PIEZA,479
10704,PALAUT4L PALA METALICA PPG PARA GALON PIEZA,72.09
10705,PALPPG19L PALA METALICA PPG PARA CUB 19LT PIEZA,71.46
10706,PALPPG1L PALA METALICA PPG PARA LITRO PIEZA,44.89
10707,PALPPG4L PALA METALICA PPG PARA GALON PIEZA,59.87
10708,PALSPPG1L PALA ALUMINIO SOYPPG LTR PIEZA,55.66
10709,PALSPPG4L PALA ALUMINIO SOYPPG GAL PIEZA,59.98
10713,PMA7501 BASCULA PIEZA,"22,800.32"
10714,POL-PPGLG PLAYERA POLO GRIS GDE CAB PIEZA,121.54
10715,POL-PPGLM PLAYERA POLO MARINO GDE CAB PIEZA,121.54
10716,POL-PPGMG PLAYERA POLO GRIS MED CAB PIEZA,121.54
10717,POL-PPGMM PLAYERA POLO MARINO MED CAB PIEZA,121.54
10718,POL-PPGXG PLAYERA POLO GRIS XG CAB PIEZA,121.54
10767,R4500 EHP VARIANT DECK CROMATICO PIEZA,"80,705.26"
10768,RAPIDMATCH RAPID MATCH XRITE PIEZA,"56,530.77"
10771,SA0156 PAINT SHAPE PIEZA,"1,451.25"
10776,SX1060 SX1060 PRIMER A RODILLO 4:1 PIEZA,555.3
10778,SX1067 SX1067 RODILLO MEDIANO PIEZA,255.72
10783,SXA1030 GUIA DE LIJADO SPRAY PIEZA,588.76
10784,SXA840 AEROSOL UNIFORM FINISH BLENDER PIEZA,601.18
10788,TS-SOYPPGL PLAYERA SOY PPG GRANDE PIEZA,155.14
10789,TS-SOYPPGM PLAYERA SOY PPG MEDIANA PIEZA,155.14
10790,TS-SOYPPGS PLAYERA SOY PPG CHICA PZA PIEZA,155.14
10791,TS-SOYPPGX PLAYERA SOY PPG EXTRA GRANDE PIEZA,155.14
10793,WAL-OB1 CIRCULO CROMATICO OMNI PIEZA,295.48
10801,100018591 DISCO GOLD 150 MM GRIP 220 MIRKA PIEZA,9.98
10802,100018592 DISCO GOLD 150 MM GRIP 320 MIRKA PIEZA,9.96
10805,100018595 DISCO GOLD 150 MM GRIP 120 MIRKA PIEZA,9.96
10812,X200434900 CATALIZADOR P/PASTA AUTOMOTRIZ PIEZA,60.08
10850,100064086 BROCHA 2PULG EXITO PIEZA,22
10852,100064088 BROCHA 4PULGAD EXITO PIEZA,60
10881,X201975400 PASTA AUTOMOTRIZ MASILLA PIEZA,452
10894,NOR25988-1 LIJA MALLA MESHPOWER M920 2-3/4X16-1/2IN P180 PIEZA,55.5
10974,120-001 CARTUCHO SILICON F109USO GRAL TRANS SISTA 300ML PIEZA,117.85
10977,105HPHRG-1 RESPALDO 5PULG. EMPANADA O MEDIA LUNA PIEZA,133.06
10991,YA114-19 ACRISELLO(SELLADOR ACRILICO) CUB19,"1,627.94"
10992,YA114-4 ACRISELLO(SELLADOR ACRILICO) 4LTO,369.12
10993,YA114-SM-1 ACRISELLO.(SELLADOR ACRILICO). LITRO,102.53
10994,YA114-SM-250 ACRISELLO.(SELLADOR ACRILICO). .250,31.65
10995,YA114-SM-4 ACRISELLO.(SELLADOR ACRILICO). 4LTO,369.12
10996,YA114-SM-500 ACRISELLO.(SELLADOR ACRILICO). .500,56.96
10997,YA115-19 ACRISELLO P/SUPERFICIES ALCALINAS CUB19,"2,094.12"
10998,YA115-SM-1 ACRISELLO P/SUPERFICIES ALCALINAS LITRO,132.35
10999,YA115-SM-250 ACRISELLO P/SUPERFICIES ALCALINAS .250,40.85
11000,YA115-4 ACRISELLO P/SUPERFICIES ALCALINAS 4LTO,476.47
11001,YA115-SM-500 ACRISELLO P/SUPERFICIES ALCALINAS .500,73.53
11006,110B/T31-1 ADHESIVO METAL 7.6 OZ. (225 ML) CON 3 MEZCLAD PIEZA,"1,868.28"
11007,114/TR9-1 LORD FUSOR ADHESIVO P/ ACABADO EN DEFENSAS PIEZA,"1,521.50"
11008,129-1 SELLADOR DE DOS COMPONENTES PARA ENGARGOLADOS PIEZA,"1,599.68"
11009,141-1 ADHESIVO TRANSPARENTE PARA INSTALACION 300ML PIEZA,"1,521.50"
11010,142-1 LORD FUSOR ADHESIVO P/PLASTICOS DE ALTA RESIS PIEZA,"1,521.50"
11011,147-1 LORD FUSOR ADHESIVO ESTRUCTURAL DE URETANO (3 PIEZA,"1,521.50"
11012,152-1 LORD FUSOR ADHESIVO P/PLASTICOS CURADO MEDIO PIEZA,"1,521.50"
11030,AAC0000-1 AEROSOL AZUL CLARO PIEZA,54.73
11031,AAF0000-1 AEROSOL AMARILLO FLUROSCENTE PIEZA,83.05
11032,AAL0000-1 AEROSOL ALUMINIO PIEZA,69.42
11033,AAM0000-1 AEROSOL AZUL METALICO PIEZA,69.42
11034,AAO0000-1 AEROSOL AMARILLO PIEZA,54.73
11035,AAR0000-1 AEROSOL AZUL REY PIEZA,54.73
11036,ABB0000-1 AEROSOL BLANCO BRILLANTE PIEZA,53.3
11037,ABM0000-1 AEROSOL BLANCO MATE PIEZA,53.3
11038,ACA0000-1 AEROSOL AMARILLO CANARIO PIEZA,54.73
11039,ACR0000-1 AEROSOL CREMA PIEZA,54.73
11040,ACT0000-1 AEROSOL CAFE TABACO PIEZA,54.73
11041,AENGSAT AEROSOL NEGRO SATINADO PIEZA,55.79
11042,AGR0000-1 AEROSOL GRIS MAQUINA PIEZA,54.73
11043,AMA0000-1 AEROSOL MARRON PIEZA,54.73
11044,ANA0000-1 AEROSOL NARANJA PIEZA,54.73
11045,ANB0000-1 AEROSOL NEGRO BRILLANTE PIEZA,53.3
11046,ANF0000-1 AEROSOL NARANJA FLUORESCENTE PIEZA,83.05
11047,ANM0000-1 AEROSOL NEGRO MATE PIEZA,53.3
11048,ANS AEROSOL NEGRO SATINADO PIEZA,55.79
11049,ANT0000-1 AEROSOL NEGRO ALTA TEMPERATURA PIEZA,88.08
11050,AOR0000-1 AEROSOL ORO PIEZA,69.42
11051,APG0000-1 AEROSOL PRIMER GRIS PIEZA,54.73
11052,APL0000-1 AEROSOL PLATA PIEZA,67.98
11053,APR0000-1 AEROSOL PRIMER ROJO OXIDO PIEZA,54.73
11054,ARB0000-1 AEROSOL ROJO BERMELLON PIEZA,54.73
11055,ARG0000-1 REMOVEDOR DE PINTURA Y GRAFITI PIEZA,54.73
11056,ARM0000-1 AEROSOL ROJO METALICO PIEZA,69.42
11057,ATR0000-1 AEROSOL TRANSPARENTE PIEZA,54.73
11058,AVE0000-1 AEROSOL VERDE ECO PIEZA,54.73
11059,AVF0000-1 AEROSOL VERDE FLUORESCENTE PIEZA,83.05
11060,AVO0000-1 AEROSOL VERDE OBSCURO PIEZA,54.73
11061,PPE0000-1P PINCEL A 9000 PIEZA,3.03
11062,"02537-1 ALMOHADILLA 4-1/2"".X 9"". DE FIBRA MARRÓN P360 PIEZA",21.37
11063,"02594-1 ALMOHADILLA4-1/2"".X 9"".  DE FIBRA GRIS P1500 PIEZA",21.37
11065,"82094-1 ALMOHADILLA DE FIBRA 6"". X 9"". GRIS UF P1500 PIEZA",24.72
11069,78059-3.5 APAREJO 2K VOC SYSTEM FILLER 3.5LTS,"4,785.00"
11077,WA00515-1 ARMAZON PARA RODILLO 4PULG. PIEZA,29.72
11079,47-1110-19 BLANCO DIRECTO/BASE PASTEL CUB19,537.71
11082,11-54 YELLOW 4LTO,319.3
11083,11-54-19 YELLOW CUB19,"1,250.60"
11084,11-55 HANDICAP BLUE 4LT 4LTO,332.98
11085,11-56 RED 4LTO,385.43
11086,12-900 SPEEDHIRDE PRO-EV EXTERIOR 3.785L 4LTO,148.62
11087,12-900-19 SPEEDHIRE PRO-EV EXTERIOR CUB19,542.75
11089,14-650MX-19 BLANCO DIRECTO BASE PASTEL 19LT CUB19,783.12
11095,6-8527MX-19 BASE TONOS SÚPER INTENSOS CUB19,769.09
11096,96-10 VIOLETA 1 J LITRO,289.21
11097,96-12 TIERRA SOMBRA L LITRO,141.31
11098,96-2 COLORANTE NEGRO B LITRO,126.3
11099,96-3 AMARILLO OXIDO C LITRO,184.03
11102,PRE3000MX-SM-1 PRIMARIO ESTRUCTURAL GRIS LITRO,84.27
11104,PRE3000MX-SM-4 PRIMARIO ESTRUCTURAL GRIS 4LTO,245.65
11110,6-85MX BASE TONOS MEDIOS 4LTO 4LTO,159.78
11114,96-13 ROJO ORGANICO M LITRO,569.85
11115,96-22 VIOLETA 2 V LITRO,427.41
11117,96-26 AMARILLO ORGÁNICO 2 Z LITRO,799.28
11118,96-4 VERDE THALO D LITRO,243.65
11120,96-6 ROJO OXIDO F LITRO,366.8
11121,96-7 COLORANTE AMARILLO ORGÁNICO 1 LT LITRO,249.06
11122,6-45 BLANCO DIRECTO/BASE PASTEL CUB18.3LT 18.300,845.16
11468,VAC1L ACIDO CLORHIDRICO 1 LT,35.82
11475,100101-4 LIMPIADOR DE PIEL & PLASTICOS 3.785,669.47
11476,108501-4 ABRILLANTADOR BASE AGUA PARA LLANTAS 3.785,"1,136.12"
11478,110401 CERA LIGERA PARA LIMPIEZA Y DETALLADO / LUBRI 3.785,809.03
11480,110401-SM-250 CERA LIGERA P/ LIMPIEZA Y DETALLADO .250,69.15
11484,114014-1 CERA DE CARNA EN PASTA (IMPERIAL PASTE WAX) PIEZA,837.62
11486,116601 *K RESTAURADOR DOBLE ACCION PULE / ABRILLANTA 3.785,"1,792.61"
11491,118705-19 LIMPIADOR LIQUIDO DE TAPICERIAS PARA MAQUINAS 18.927,"5,543.49"
11492,119801-4 *K MAG 1 COMPUESTO CORTE  1500 - 2500 MALCO 3.785,"1,634.17"
11497,120001 *K COMPUESTO DE ULTRA CORTE 800-1500 3.785,"1,801.60"
11504,121901-4 CERA POLIMERICA REFORZADA ALTO BRILLO Y DURAC 3.785,"1,417.16"
11505,122805 PROTECTOR DE TEXTILES 18.900,"5,238.69"
11506,122805-SM-1 PROTECTOR DE TEXTILES LITRO,324.19
11508,123016-1 PULIMENTO PARA METALES NATURALES (METAL POLIS PIEZA,691.56
11510,124801-3785 *K CERA CARNAUBA LIQUIDA REFORZADA ZONYL 3.785L 3.785,"1,913.51"
11514,128001-4 *K CERA LIQUIDA ESPREABLE ALTO BRILLO 3.785,"1,424.19"
11515,128022 CERA PARA ESPREADO EN MOJADO Ó SECO ALTO BRIL PIEZA,386.54
11516,128101-4 CERA PARA ESPREADO EN MOJADO Ó SECO ALTO BRIL 3.785,914.87
11517,128301-4 *K PULIMENTO LIGERO IDEAL COLORES OBSCUROS ALTO 3.785,"2,125.17"
11524,192701 PAINT SEALANT 4LTO,"2,400.83"
11529,800026 ESPREADOR PIEZA,73.64
11534,810014-1 CEPILLO DE CERDAS CORTAS DE NYLON PIEZA,202.98
11536,810082 BOTE PARA ESPREADORES PIEZA,58.91
11538,8130709 PLASTILINA PARA DESBRISADO USO PESADO MORADA PIEZA,"1,647.62"
11539,82-26 BOTE DOSIFICADOR MALCO PIEZA,106
11540,890080-1 LIMPIADOR DE BORLAS DE ESPUMA PIEZA,664.65
11541,AQ320303-20 DESENGRASANTE CUB20,"1,354.64"
11554,AQ340202-20 CHERRI SHAMPOO CUB20,913.75
11556,AQ340202-5 CHERRY SHAMPOO 5LTS,266.39
11557,AQ340202-SM-1 CHERRY SHAMPOO LITRO,52.41
11562,AQ35010219-19 BODY SEALER (ANTICORROSIVO) CUB19,"2,723.70"
11598,EC800 ULTRA FAST 2.1 CLEARCOAT 4LTO,918.22
11599,EC800-SM-1 ULTRA FAST 2.1 CLEARCOAT LITRO,255.06
11600,EC800-SM-125 ULTRA FAST 2.1 CLEARCOAT .125LT,43.73
11601,EC800-SM-250 ULTRA FAST 2.1 CLEARCOAT .250LT,78.72
11602,EC800-SM-500 ULTRA FAST 2.1 CLEARCOAT .500LT,141.7
11610,C190-0900 MZ8 BARNIZ BICOMPONENTE .785LT,165.48
11611,DC2000 *K DC2000 CLEAR DE SECADO ULTRA RAPIDO GALON,"2,911.47"
11616,DC3000-3.785 *K  DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO GALON,"2,087.87"
11617,DC3000-946 DC3000 CLEAR ALTOS SOLIDOS DE SECADO RAPIDO .946LT,681.35
11622,DC4000-3.785 *K DC4000 CLEAR PREMIUM DE SECADO RAPIDO (D800) GALON,"2,409.07"
11627,DCA468 TRANSPARENTE PARA DDL GALON,"2,029.76"
11628,DCU2021 TRANSPARENTE URETANO HS GALON,"3,024.71"
11629,DCU2021-SM-1 TRANSPARENTE URETANO HS LITRO,887.92
11630,DCU2021-SM-125 TRANSPARENTE URETANO HS .125LT,152.25
11631,DCU2021-SM-250 TRANSPARENTE URETANO HS .250LT,274.05
11632,DCU2021-SM-500 TRANSPARENTE URETANO HS .500LT,493.29
11633,DCU2060 DCU2021 BARNIZ MATE FLEXIBILIZADO .946LT,"1,298.46"
11634,DCU2060-SM-125 DCU2021 BARNIZ MATE FLEXIBILIZADO .125LT,222.64
11635,DCU2060-SM-250 DCU2021 BARNIZ MATE FLEXIBILIZADO .250LT,400.76
11636,DCU2060-SM-500 DCU2021 BARNIZ MATE FLEXIBILIZADO .500LT,721.37
11642,D8115 D8115 TRANSPARENTE MATE LITRO LITRO,"1,189.86"
11646,D8117 GRS SEMI GLOSS .946LT,"1,125.33"
11649,D894 D894 *K BARNIZ UHS 3.785 LT DESCONTINUADO,"2,370.43"
11656,MC161 *K H S URETHANE CLEAR GALON,"1,625.08"
11657,NO USAR,247.53
11662,MC260 *K BARNIZ RAPIDO GALON,"1,845.37"
11828,YR001-4 RENZEL BLANCO SATIN 4LTO,623.53
11829,YR002-19 REZEN SATIN BASE P 18.400,"2,583.70"
11830,YR002-4 REZEL SATIN BASE P 3.880,592.59
11831,YR003-19 REZEN SATIN BASE T 18.400,"2,453.33"
11832,YR003-4 RENZEL SATIN BASE T 3.880,562.96
11833,YR004-19 REZEN SATIN BASE D 17.100,"1,265.91"
11834,YR004-4 RENZEL SATIB BASE D 3.600,281.31
11835,YR005-19 REZEN SATIN BASE C 17.100,"1,611.85"
11836,YR005-4 RENZEL SATIN BASE C 3.600,382.22
11837,YR007-19 RENZEL  MATE BASE P 18.400,"2,583.70"
11838,YR007-4 RENZEL MATE BASE P 3.880,441.44
11839,YR008-19 RENZEL  MATE BASE T 18.400,"2,453.33"
11840,YR008-4 REZEL MATE BASE T 3.880,414.54
11841,YR009-19 RENZEL  MATE BASE D 17.100,"1,265.91"
11842,YR009-4 RENZEL MATE  BASE D 3.600,281.31
11843,YR010-19 RENZEL  MATE BASE C 17.100,"1,611.85"
11844,YR010-4 RENZEL MATE BASE C 3.600,294.73
11845,YM901-1 SUPERNOVI II SATIN BASE P COL PASTEL LITRO,181.48
11846,YM901-18 SUPERNOVI BASE P II COLORES PASTELES SATIN 18.400,"2,874.07"
11847,YM901-4 SUPERNOVI BASE P  II COLORES PASTELES SATIN 3.880,653.33
11848,YM902-1 SUPERNOVI II SATIN BASE T COLORES CLAROS LITRO,169.14
11849,YM902-18 SUPERNOVI BASE T II COLORES CLAROS SATIN 18.400,"2,668.15"
11850,YM902-4 SUPERNOVI BASE T  II COLORES CLAROS SATIN 3.880,608.89
11852,YM904-1 SUPERNOVI II SATIN BASE C COLORES OBSCUROS LITRO,115.64
11853,YM904-18 SUPERNOVI BASE C II COLORES INTENSOS SATIN 17.100,"1,749.63"
11854,YM904-4 SUPERNOVI BASE C II COLORES INTENSOS SATIN 3.600,416.3
11855,YO901-1 SUPERNOVI II MATE BASE P COLORES PASTEL LITRO,177.41
11856,"YO901-18 SUPERNOVI® II MATE BASE ""P"" COLORES PASTEL CUB18.4","2,874.07"
11858,YO902-1 SUPERNOVI II MATE BASE T COLORES CLAROS LITRO,164.7
11859,"YO902-18 SUPERNOVI® II MATE BASE ""T"" COLORES CLAROS 18.400","2,668.15"
11860,YO902-4 SUPERNOVI II MATE BASE T COLORES CLAROS 4LTO,608.89
11861,YO904-1 SUPERNOVI II MATE BASE C COLORES OBSCUROS LITRO,115.64
11862,"YO904-18 SUPERNOVI® II MATE BASE ""C"" COLORES INTENSOS 17.1","1,749.63"
11863,YO904-4 SUPERNOVI II MATE BASE C COLORES OBSCUROS 4LTO,416.3
11929,P426-PP65 PEARL GREEN MEDIUM LITRO,"1,553.47"
12004,CM-074 CM-074.M1 ROJO FUERTE LITRO,"2,545.84"
12033,D740 D740 DELTRON BC NEGRO GALON,"4,346.09"
12034,D741 D741 DELTRON BC BRIGHT BLUE .946LT,"1,976.53"
12035,D744 D744 DELTRON BC AMARILLO CALIDO .946LT,"1,524.74"
12036,D746 D746 DELTRON BC MAGENTA .946LT,"1,677.23"
12037,D747 D747 CLEAN RED SHADE PHTHALO BLUE .946LT,"1,328.66"
12038,D748 D748 DELTRON BC MARRON TRANSPARENTE .946LT,"1,372.27"
12039,D749 D749 DELTRON BC MARRON .946LT,"2,759.44"
12040,D7490AL D749 DELTRON BC MARRON LITRO,"3,030.91"
12042,D751 D751 DELTRON BC PERLA BLANCA .946LT,"1,701.56"
12043,D752 D752 DELTRON BC ROJO .946LT,"1,409.55"
12044,D753 D753 DELTRON BC BASECOAT WHITE GALON,"4,551.67"
12045,D754 D754 DELTRON BC AZUL TRANSPARENTE .946LT,"1,264.28"
12046,D756 D756 DELTRON BC BLUE BLACK .946LT,"2,134.65"
12047,D757 D757 DELTRON BC RUBY .946LT,"3,143.82"
12048,D759 D759 DELTRON BC BASE MATEANTE .946LT,775.87
12049,D760 PHTHALO BLUE BC G.S. LITRO,"2,645.56"
12050,D761 D761 DELTRON BC DEEP BLUE .946LT,"1,982.83"
12051,D762 D762 DELTRON BC VIOLET BLUE .946LT,"2,404.48"
12052,D763 D763 DELTRON BC BLUE PEARL .946LT,"1,699.05"
12053,D764 D764 DELTRON BC FINE RED VIOLET .946LT,"3,266.83"
12054,D765 D765 DELTRON BC FINE RED PEARL .946LT,"2,407.82"
12055,D767 D767 DELTRON BC FINE SATIN ALUMINIUM .946LT,"1,466.10"
12056,D768 D768 DELTRON BC MEDIUM SATIN ALUMINIUM .946LT,"1,556.92"
12057,D769 D769 DELTRON BC SILVER EXTRA FINE .946LT,"1,392.43"
12058,D770 D770 DELTRON BC ALUMINIO FINO GALON,"4,383.80"
12059,D771 D771 DELTRON BC ALUMINIO MEDIO GALON,"4,111.17"
12060,D772 D772 DELTRON BC ALUMINIO GRUESO GALON,"4,269.29"
12061,D776 D776 DELTRON BC AZUL .946LT,"1,485.98"
12062,D777 D777 DELTRON BC VERDE TRANSPARENTE .946LT,"1,486.64"
12063,D778 D778 DELTRON BC AMARILLO OXIDO .946LT,"1,028.15"
12064,D7790AL D779 DELTRON BC ROJO OXIDO LITRO,"1,127.85"
12065,D780 D780 DELTRON BC AMARILLO BRILLANTE .946LT,"2,330.43"
12066,D789 D789 DELTRON BC JET BLACK .946LT,"1,170.00"
12067,D790 D790 DELTRON BC NARANJA TRANSPARENTE .946LT,"2,427.71"
12068,D7910AL D791 DELTRON BC CARMIN LITRO,"2,975.76"
12069,D792 D792 DELTRON BC NARANJA LUMINOSO .946LT,"2,835.41"
12070,D793 D793 DELTRON BC BRIGHT RED PEARL .946LT,"1,976.53"
12071,D7930AL D793 DELTRON BC BRIGHT RED PEARL LITRO,"1,976.53"
12072,D794 D794 DELTRON BC VERDANT YELLOW .946LT,"1,555.26"
12073,D797 D797 DELTRON BC VERDE PTHALO .946LT,"1,305.21"
12074,D895 D895 DELTRON COLOR BLENDER .946LT,"1,072.20"
12075,D9020 BASECOAT AUTUM MYSTERY .350L,"2,403.43"
12076,D9021 D9021 DELTRON BC VIOLA FANTASY .350L,"1,924.96"
12077,D9022 D9022 DELTRON BC ARCTIC FIRE .350L,"2,226.93"
12078,D9023 D9023 DELTRON BC TROPIC SUNRISE .350L,"2,292.04"
12079,D9024 BASECOAT LAPIS SUNLIHT .256LT,"1,828.16"
12080,D942 D942 DELTRON BC GRAPHITE BLACK .946LT,"1,137.81"
12081,D943 D943 DELTRON BC FINE BLUE PEARL .946LT,"2,458.17"
12082,D944 D944 DELTRON BC ALUM. DORADO GRANO MEDIO .946LT,"3,139.98"
12083,D9450AL D945 DELTRON BC PERLA AMARILLO ORO .946LT,"2,504.11"
12084,D946 D946 DELTRON BC ALUM.LENTIC.  EXTRA FINO .946LT,"1,372.27"
12085,D952 D952 DELTRON BC ALUM. LENTICULAR FINO .946LT,"1,321.44"
12086,D953 D953 DELTRON BC ALUM. LENTICULAR GRUESO .946LT,"1,319.49"
12087,D954 D954 DELTRON BC EXTRA FINE WHITE PEARL .946LT,"2,067.74"
12088,D9540AL D954 DELTRON BC EXTRA FINE WHITE PEARL LITRO,"2,067.74"
12089,D955 D955 DELTRON BC PERLA COBRE .946LT,"1,677.23"
12090,D956 D956 DELTRON BC PERLA AMARILLA .946LT,"1,615.11"
12091,D957 D957 DELTRON BC PERLA VERDE .946LT,"1,677.23"
12092,D958 D958 DELTRON BC PERLA VIOLETA .946LT,"2,055.59"
12093,D959 D959 DELTRON BC ULTRA FINE WHITE .946LT,"2,774.93"
12094,D960 D960 DELTRON BC PERLA ROJA .946LT,"2,936.56"
12095,D9610AL D961 DELTRON BC PERLA VERDE .946LT,"2,504.11"
12096,D9640AL D964 DELTRON BC AMARILLO LUMINOSO LITRO,"3,214.73"
12097,D965 D965 DELTRON BC PERLA NARANJA .946LT,"2,407.82"
12098,D966 D966 DELTRON BC TRACE WITHE .946LT,"1,336.79"
12099,D967 D967 DELTRON BC TRACE BLACK .946LT,"1,336.79"
12100,D968 D968 DELTRON BC TRACE RED OXIDE .946LT,"1,390.27"
12101,D969 D969 DELTRON BC TRACE YELLOW OXIDE .946LT,"1,390.27"
12102,D970 D970 DELTRON BC TRACE BLUE .946LT,"1,361.79"
12103,D971 D971 DELTRON BC TRACE GREEN .946LT,"1,390.27"
12104,D976 D976 DELTRON BC PINK .946LT,"2,578.04"
12105,D977 D977 DELTRON BC RED SHADE BLUE .946LT,"1,922.49"
12106,D978 D978 DELTRON BC SCARLET .946LT,"1,466.10"
12107,D979 D979 DELTRON BC TRANSPARENT VIOLET .946LT,"1,829.70"
12108,D980 D980 DELTRON BC TRANSPARENT GOLD .946LT,"1,801.09"
